sampling_date,siteID,blockID,plotID,treatment,functional_group,family,abundance_per_g,count,dry_soil,abundance,comment
2022-08-23,Hogsete,Hog1,Hog1C,C,phytophagous,tylenchidae,1.5531027884089652,45,28.9742574257426,294,NA
2022-08-23,Hogsete,Hog1,Hog1C,C,fungivorous,tylencholaimidae,0.06902679059595401,2,28.9742574257426,294,NA
2022-08-23,Hogsete,Hog1,Hog1FB,FB,fungivorous,aphelenchoididae,0.15141344984276925,10,66.0443310048361,513,NA
2022-08-23,Hogsete,Hog1,Hog1FB,FB,bacteriophagous,cephalobidae,0.34825093463836926,23,66.0443310048361,513,NA
2022-08-23,Hogsete,Hog1,Hog1FB,FB,omnivorous,diplogasteridae,0.28768555470126156,19,66.0443310048361,513,NA
2022-08-23,Hogsete,Hog1,Hog1FB,FB,phytophagous,dolichodoridae,0.5450884194339692,36,66.0443310048361,513,NA
2022-08-23,Hogsete,Hog1,Hog1FB,FB,omnivorous,dorylaimoidea,0.09084806990566155,6,66.0443310048361,513,NA
2022-08-23,Hogsete,Hog1,Hog1FB,FB,phytophagous,ecphyadophoridae,0.015141344984276925,1,66.0443310048361,513,NA
2022-08-23,Hogsete,Hog1,Hog1FB,FB,bacteriophagous,metateratocephalidae,0.015141344984276925,1,66.0443310048361,513,NA
2022-08-23,Hogsete,Hog1,Hog1FB,FB,bacteriophagous,monhysteridae,0.015141344984276925,1,66.0443310048361,513,NA
2022-08-23,Hogsete,Hog1,Hog1FB,FB,predaceous,mononchidae,0.03028268996855385,2,66.0443310048361,513,NA
2022-08-23,Hogsete,Hog1,Hog1FB,FB,bacteriophagous,neodiplogasteridae,0.0605653799371077,4,66.0443310048361,513,NA
2022-08-23,Hogsete,Hog1,Hog1FB,FB,bacteriophagous,panagrolaimidae,0.015141344984276925,1,66.0443310048361,513,NA
2022-08-23,Hogsete,Hog1,Hog1FB,FB,bacteriophagous,plectidae,0.0605653799371077,4,66.0443310048361,513,NA
2022-08-23,Hogsete,Hog1,Hog1FB,FB,phytophagous,pratylenchidae,0.015141344984276925,1,66.0443310048361,513,NA
2022-08-23,Hogsete,Hog1,Hog1FB,FB,bacteriophagous,prismatolaimidae,0.09084806990566155,6,66.0443310048361,513,NA
2022-08-23,Hogsete,Hog1,Hog1FB,FB,bacteriophagous,rhabditidae,0.09084806990566155,6,66.0443310048361,513,NA
2022-08-23,Hogsete,Hog1,Hog1FB,FB,bacteriophagous,teratocephalidae,0.2422615197484308,16,66.0443310048361,513,NA
2022-08-23,Hogsete,Hog1,Hog1FB,FB,phytophagous,tylenchidae,0.1968374847956,13,66.0443310048361,513,NA
2022-08-23,Hogsete,Hog1,Hog1FGB,FGB,bacteriophagous,achromadoridae,0.024633550488599318,1,40.5950413223141,864,NA
2022-08-23,Hogsete,Hog1,Hog1FGB,FGB,bacteriophagous,alaimidae,0.024633550488599318,1,40.5950413223141,864,NA
2022-08-23,Hogsete,Hog1,Hog1FGB,FGB,fungivorous,aphelenchoididae,0.2709690553745925,11,40.5950413223141,864,NA
2022-08-23,Hogsete,Hog1,Hog1FGB,FGB,bacteriophagous,bunonematidae,0.049267100977198636,2,40.5950413223141,864,NA
2022-08-23,Hogsete,Hog1,Hog1FGB,FGB,bacteriophagous,cephalobidae,0.468037459283387,19,40.5950413223141,864,NA
2022-08-23,Hogsete,Hog1,Hog1FGB,FGB,bacteriophagous,desmodoridae,0.024633550488599318,1,40.5950413223141,864,NA
2022-08-23,Hogsete,Hog1,Hog1FGB,FGB,omnivorous,diplogasteridae,0.09853420195439727,4,40.5950413223141,864,NA
2022-08-23,Hogsete,Hog1,Hog1FGB,FGB,phytophagous,dolichodoridae,0.4434039087947877,18,40.5950413223141,864,NA
2022-08-23,Hogsete,Hog1,Hog1FGB,FGB,omnivorous,dorylaimoidea,0.4434039087947877,18,40.5950413223141,864,NA
2022-08-23,Hogsete,Hog1,Hog1FGB,FGB,phytophagous,hoplolaimidae,0.049267100977198636,2,40.5950413223141,864,NA
2022-08-23,Hogsete,Hog1,Hog1FGB,FGB,bacteriophagous,metateratocephalidae,0.024633550488599318,1,40.5950413223141,864,NA
2022-08-23,Hogsete,Hog1,Hog1FGB,FGB,bacteriophagous,monhysteridae,0.07390065146579795,3,40.5950413223141,864,NA
2022-08-23,Hogsete,Hog1,Hog1FGB,FGB,predaceous,mononchidae,0.09853420195439727,4,40.5950413223141,864,NA
2022-08-23,Hogsete,Hog1,Hog1FGB,FGB,bacteriophagous,neodiplogasteridae,0.468037459283387,19,40.5950413223141,864,NA
2022-08-23,Hogsete,Hog1,Hog1FGB,FGB,bacteriophagous,plectidae,0.4434039087947877,18,40.5950413223141,864,NA
2022-08-23,Hogsete,Hog1,Hog1FGB,FGB,phytophagous,pratylenchidae,0.12316775244299658,5,40.5950413223141,864,NA
2022-08-23,Hogsete,Hog1,Hog1FGB,FGB,bacteriophagous,rhabditidae,0.3202361563517911,13,40.5950413223141,864,NA
2022-08-23,Hogsete,Hog1,Hog1FGB,FGB,bacteriophagous,teratocephalidae,0.07390065146579795,3,40.5950413223141,864,NA
2022-08-23,Hogsete,Hog1,Hog1FGB,FGB,phytophagous,tylenchidae,0.1724348534201952,7,40.5950413223141,864,NA
2022-08-23,Hogsete,Hog1,Hog1GB,GB,bacteriophagous,achromadoridae,0.014075146889352554,1,71.0472159090909,461,NA
2022-08-23,Hogsete,Hog1,Hog1GB,GB,fungivorous,aphelenchoididae,0.04222544066805766,3,71.0472159090909,461,NA
2022-08-23,Hogsete,Hog1,Hog1GB,GB,bacteriophagous,bunonematidae,0.028150293778705107,2,71.0472159090909,461,NA
2022-08-23,Hogsete,Hog1,Hog1GB,GB,bacteriophagous,cephalobidae,0.25335264400834595,18,71.0472159090909,461,NA
2022-08-23,Hogsete,Hog1,Hog1GB,GB,omnivorous,diplogasteridae,0.14075146889352555,10,71.0472159090909,461,NA
2022-08-23,Hogsete,Hog1,Hog1GB,GB,phytophagous,dolichodoridae,0.4363295535699292,31,71.0472159090909,461,NA
2022-08-23,Hogsete,Hog1,Hog1GB,GB,omnivorous,dorylaimoidea,0.11260117511482043,8,71.0472159090909,461,NA
2022-08-23,Hogsete,Hog1,Hog1GB,GB,phytophagous,ecphyadophoridae,0.014075146889352554,1,71.0472159090909,461,NA
2022-08-23,Hogsete,Hog1,Hog1GB,GB,bacteriophagous,metateratocephalidae,0.014075146889352554,1,71.0472159090909,461,NA
2022-08-23,Hogsete,Hog1,Hog1GB,GB,predaceous,mononchidae,0.07037573444676277,5,71.0472159090909,461,NA
2022-08-23,Hogsete,Hog1,Hog1GB,GB,bacteriophagous,neodiplogasteridae,0.09852602822546788,7,71.0472159090909,461,NA
2022-08-23,Hogsete,Hog1,Hog1GB,GB,phytophagous,paratylenchidae,0.19705205645093576,14,71.0472159090909,461,NA
2022-08-23,Hogsete,Hog1,Hog1GB,GB,bacteriophagous,plectidae,0.14075146889352555,10,71.0472159090909,461,NA
2022-08-23,Hogsete,Hog1,Hog1GB,GB,bacteriophagous,prismatolaimidae,0.04222544066805766,3,71.0472159090909,461,NA
2022-08-23,Hogsete,Hog1,Hog1GB,GB,bacteriophagous,rhabditidae,0.1548266157828781,11,71.0472159090909,461,NA
2022-08-23,Hogsete,Hog1,Hog1GB,GB,bacteriophagous,teratocephalidae,0.04222544066805766,3,71.0472159090909,461,NA
2022-08-23,Hogsete,Hog1,Hog1GB,GB,phytophagous,tylenchidae,0.3096532315657562,22,71.0472159090909,461,NA
2022-08-23,Hogsete,Hog1,Hog1GF,GF,bacteriophagous,achromadoridae,0.05175491455663822,4,77.2873462214411,315,NA
2022-08-23,Hogsete,Hog1,Hog1GF,GF,fungivorous,aphelenchoididae,0.05175491455663822,4,77.2873462214411,315,NA
2022-08-23,Hogsete,Hog1,Hog1GF,GF,bacteriophagous,bunonematidae,0.012938728639159555,1,77.2873462214411,315,NA
2022-08-23,Hogsete,Hog1,Hog1GF,GF,bacteriophagous,cephalobidae,0.2717133014223507,21,77.2873462214411,315,NA
2022-08-23,Hogsete,Hog1,Hog1GF,GF,omnivorous,diplogasteridae,0.116448557752436,9,77.2873462214411,315,NA
2022-08-23,Hogsete,Hog1,Hog1GF,GF,phytophagous,dolichodoridae,0.3234682159789889,25,77.2873462214411,315,NA
2022-08-23,Hogsete,Hog1,Hog1GF,GF,omnivorous,dorylaimoidea,0.12938728639159555,10,77.2873462214411,315,NA
2022-08-23,Hogsete,Hog1,Hog1GF,GF,bacteriophagous,metateratocephalidae,0.02587745727831911,2,77.2873462214411,315,NA
2022-08-23,Hogsete,Hog1,Hog1GF,GF,predaceous,mononchidae,0.02587745727831911,2,77.2873462214411,315,NA
2022-08-23,Hogsete,Hog1,Hog1GF,GF,bacteriophagous,neodiplogasteridae,0.012938728639159555,1,77.2873462214411,315,NA
2022-08-23,Hogsete,Hog1,Hog1GF,GF,bacteriophagous,plectidae,0.349345673257308,27,77.2873462214411,315,NA
2022-08-23,Hogsete,Hog1,Hog1GF,GF,bacteriophagous,prismatolaimidae,0.012938728639159555,1,77.2873462214411,315,NA
2022-08-23,Hogsete,Hog1,Hog1GF,GF,bacteriophagous,rhabditidae,0.2587745727831911,20,77.2873462214411,315,NA
2022-08-23,Hogsete,Hog1,Hog1GF,GF,bacteriophagous,teratocephalidae,0.012938728639159555,1,77.2873462214411,315,NA
2022-08-23,Hogsete,Hog1,Hog1GF,GF,phytophagous,tylenchidae,0.28465203006151024,22,77.2873462214411,315,NA
2022-08-23,Hogsete,Hog2,Hog2C,C,fungivorous,aphelenchoididae,0.02340886743541609,1,42.7188544152745,725,NA
2022-08-23,Hogsete,Hog2,Hog2C,C,bacteriophagous,cephalobidae,0.2340886743541609,10,42.7188544152745,725,NA
2022-08-23,Hogsete,Hog2,Hog2C,C,phytophagous,dolichodoridae,0.5852216858854022,25,42.7188544152745,725,NA
2022-08-23,Hogsete,Hog2,Hog2C,C,omnivorous,dorylaimoidea,0.3511330115312413,15,42.7188544152745,725,NA
2022-08-23,Hogsete,Hog2,Hog2C,C,phytophagous,hemicycliophoridae,0.04681773487083218,2,42.7188544152745,725,NA
2022-08-23,Hogsete,Hog2,Hog2C,C,phytophagous,hoplolaimidae,0.07022660230624826,3,42.7188544152745,725,NA
2022-08-23,Hogsete,Hog2,Hog2C,C,predaceous,mononchidae,0.14045320461249652,6,42.7188544152745,725,NA
2022-08-23,Hogsete,Hog2,Hog2C,C,bacteriophagous,neodiplogasteridae,0.1872709394833287,8,42.7188544152745,725,NA
2022-08-23,Hogsete,Hog2,Hog2C,C,phytophagous,paratylenchidae,0.2340886743541609,10,42.7188544152745,725,NA
2022-08-23,Hogsete,Hog2,Hog2C,C,bacteriophagous,plectidae,0.4447684812729057,19,42.7188544152745,725,NA
2022-08-23,Hogsete,Hog2,Hog2C,C,phytophagous,pratylenchidae,0.02340886743541609,1,42.7188544152745,725,NA
2022-08-23,Hogsete,Hog2,Hog2C,C,bacteriophagous,prismatolaimidae,0.04681773487083218,2,42.7188544152745,725,NA
2022-08-23,Hogsete,Hog2,Hog2C,C,bacteriophagous,rhabditidae,0.5618128184499861,24,42.7188544152745,725,NA
2022-08-23,Hogsete,Hog2,Hog2C,C,bacteriophagous,teratocephalidae,0.16386207204791262,7,42.7188544152745,725,NA
2022-08-23,Hogsete,Hog2,Hog2C,C,phytophagous,tylenchidae,0.3979507464020735,17,42.7188544152745,725,NA
2022-08-23,Hogsete,Hog2,Hog2FB,FB,fungivorous,aphelenchoididae,0.3741617557407028,18,48.1075356415479,254,NA
2022-08-23,Hogsete,Hog2,Hog2FB,FB,bacteriophagous,bunonematidae,0.020786764207816822,1,48.1075356415479,254,NA
2022-08-23,Hogsete,Hog2,Hog2FB,FB,bacteriophagous,cephalobidae,0.22865440628598507,11,48.1075356415479,254,NA
2022-08-23,Hogsete,Hog2,Hog2FB,FB,omnivorous,diplogasteridae,0.020786764207816822,1,48.1075356415479,254,NA
2022-08-23,Hogsete,Hog2,Hog2FB,FB,phytophagous,dolichodoridae,1.2472058524690095,60,48.1075356415479,254,NA
2022-08-23,Hogsete,Hog2,Hog2FB,FB,omnivorous,dorylaimoidea,0.24944117049380188,12,48.1075356415479,254,NA
2022-08-23,Hogsete,Hog2,Hog2FB,FB,bacteriophagous,monhysteridae,0.020786764207816822,1,48.1075356415479,254,NA
2022-08-23,Hogsete,Hog2,Hog2FB,FB,predaceous,mononchidae,0.06236029262345047,3,48.1075356415479,254,NA
2022-08-23,Hogsete,Hog2,Hog2FB,FB,phytophagous,paratylenchidae,0.22865440628598507,11,48.1075356415479,254,NA
2022-08-23,Hogsete,Hog2,Hog2FB,FB,bacteriophagous,plectidae,0.041573528415633644,2,48.1075356415479,254,NA
2022-08-23,Hogsete,Hog2,Hog2FB,FB,bacteriophagous,prismatolaimidae,0.041573528415633644,2,48.1075356415479,254,NA
2022-08-23,Hogsete,Hog2,Hog2FB,FB,bacteriophagous,rhabditidae,0.06236029262345047,3,48.1075356415479,254,NA
2022-08-23,Hogsete,Hog2,Hog2FB,FB,bacteriophagous,teratocephalidae,0.08314705683126729,4,48.1075356415479,254,NA
2022-08-23,Hogsete,Hog2,Hog2FB,FB,phytophagous,tylenchidae,0.4365220483641533,21,48.1075356415479,254,NA
2022-08-23,Hogsete,Hog2,Hog2FGB,FGB,fungivorous,aphelenchoididae,0.09079903147699753,5,55.0666666666667,1019,NA
2022-08-23,Hogsete,Hog2,Hog2FGB,FGB,bacteriophagous,cephalobidae,0.29055690072639206,16,55.0666666666667,1019,NA
2022-08-23,Hogsete,Hog2,Hog2FGB,FGB,phytophagous,dolichodoridae,0.6900726392251813,38,55.0666666666667,1019,NA
2022-08-23,Hogsete,Hog2,Hog2FGB,FGB,omnivorous,dorylaimoidea,0.19975786924939457,11,55.0666666666667,1019,NA
2022-08-23,Hogsete,Hog2,Hog2FGB,FGB,phytophagous,hoplolaimidae,0.018159806295399504,1,55.0666666666667,1019,NA
2022-08-23,Hogsete,Hog2,Hog2FGB,FGB,predaceous,mononchidae,0.09079903147699753,5,55.0666666666667,1019,NA
2022-08-23,Hogsete,Hog2,Hog2FGB,FGB,bacteriophagous,neodiplogasteridae,0.23607748184019356,13,55.0666666666667,1019,NA
2022-08-23,Hogsete,Hog2,Hog2FGB,FGB,phytophagous,paratylenchidae,0.6174334140435832,34,55.0666666666667,1019,NA
2022-08-23,Hogsete,Hog2,Hog2FGB,FGB,bacteriophagous,plectidae,0.10895883777239704,6,55.0666666666667,1019,NA
2022-08-23,Hogsete,Hog2,Hog2FGB,FGB,phytophagous,pratylenchidae,0.10895883777239704,6,55.0666666666667,1019,NA
2022-08-23,Hogsete,Hog2,Hog2FGB,FGB,bacteriophagous,prismatolaimidae,0.03631961259079901,2,55.0666666666667,1019,NA
2022-08-23,Hogsete,Hog2,Hog2FGB,FGB,bacteriophagous,rhabditidae,0.018159806295399504,1,55.0666666666667,1019,NA
2022-08-23,Hogsete,Hog2,Hog2FGB,FGB,bacteriophagous,teratocephalidae,0.03631961259079901,2,55.0666666666667,1019,NA
2022-08-23,Hogsete,Hog2,Hog2FGB,FGB,phytophagous,tylenchidae,0.18159806295399505,10,55.0666666666667,1019,NA
2022-08-23,Hogsete,Hog2,Hog2GB,GB,fungivorous,aphelenchoididae,0.06193585130649639,3,48.4372126436782,330,NA
2022-08-23,Hogsete,Hog2,Hog2GB,GB,bacteriophagous,bunonematidae,0.08258113507532852,4,48.4372126436782,330,NA
2022-08-23,Hogsete,Hog2,Hog2GB,GB,bacteriophagous,cephalobidae,0.474841526683139,23,48.4372126436782,330,NA
2022-08-23,Hogsete,Hog2,Hog2GB,GB,omnivorous,diplogasteridae,0.30967925653248196,15,48.4372126436782,330,NA
2022-08-23,Hogsete,Hog2,Hog2GB,GB,phytophagous,dolichodoridae,0.7019396481402924,34,48.4372126436782,330,NA
2022-08-23,Hogsete,Hog2,Hog2GB,GB,omnivorous,dorylaimoidea,0.14451698638182492,7,48.4372126436782,330,NA
2022-08-23,Hogsete,Hog2,Hog2GB,GB,phytophagous,hoplolaimidae,0.14451698638182492,7,48.4372126436782,330,NA
2022-08-23,Hogsete,Hog2,Hog2GB,GB,bacteriophagous,metateratocephalidae,0.04129056753766426,2,48.4372126436782,330,NA
2022-08-23,Hogsete,Hog2,Hog2GB,GB,predaceous,mononchidae,0.18580755391948917,9,48.4372126436782,330,NA
2022-08-23,Hogsete,Hog2,Hog2GB,GB,bacteriophagous,neodiplogasteridae,0.16516227015065704,8,48.4372126436782,330,NA
2022-08-23,Hogsete,Hog2,Hog2GB,GB,bacteriophagous,panagrolaimidae,0.04129056753766426,2,48.4372126436782,330,NA
2022-08-23,Hogsete,Hog2,Hog2GB,GB,phytophagous,pratylenchidae,0.16516227015065704,8,48.4372126436782,330,NA
2022-08-23,Hogsete,Hog2,Hog2GB,GB,bacteriophagous,rhabditidae,0.18580755391948917,9,48.4372126436782,330,NA
2022-08-23,Hogsete,Hog2,Hog2GB,GB,bacteriophagous,teratocephalidae,0.14451698638182492,7,48.4372126436782,330,NA
2022-08-23,Hogsete,Hog2,Hog2GB,GB,phytophagous,tylenchidae,0.24774340522598556,12,48.4372126436782,330,NA
2022-08-23,Hogsete,Hog2,Hog2GF,GF,bacteriophagous,achromadoridae,0.06893476918855893,3,43.5194029850746,672,NA
2022-08-23,Hogsete,Hog2,Hog2GF,GF,fungivorous,aphelenchoididae,0.2297825639618631,10,43.5194029850746,672,NA
2022-08-23,Hogsete,Hog2,Hog2GF,GF,bacteriophagous,bunonematidae,0.04595651279237262,2,43.5194029850746,672,NA
2022-08-23,Hogsete,Hog2,Hog2GF,GF,bacteriophagous,cephalobidae,0.5744564099046577,25,43.5194029850746,672,NA
2022-08-23,Hogsete,Hog2,Hog2GF,GF,omnivorous,diplogasteridae,0.02297825639618631,1,43.5194029850746,672,NA
2022-08-23,Hogsete,Hog2,Hog2GF,GF,phytophagous,dolichodoridae,1.1718910762055017,51,43.5194029850746,672,NA
2022-08-23,Hogsete,Hog2,Hog2GF,GF,omnivorous,dorylaimoidea,0.2068043075656768,9,43.5194029850746,672,NA
2022-08-23,Hogsete,Hog2,Hog2GF,GF,phytophagous,hoplolaimidae,0.09191302558474523,4,43.5194029850746,672,NA
2022-08-23,Hogsete,Hog2,Hog2GF,GF,bacteriophagous,metateratocephalidae,0.04595651279237262,2,43.5194029850746,672,NA
2022-08-23,Hogsete,Hog2,Hog2GF,GF,predaceous,mononchidae,0.04595651279237262,2,43.5194029850746,672,NA
2022-08-23,Hogsete,Hog2,Hog2GF,GF,phytophagous,paratylenchidae,0.04595651279237262,2,43.5194029850746,672,NA
2022-08-23,Hogsete,Hog2,Hog2GF,GF,bacteriophagous,plectidae,0.13786953837711785,6,43.5194029850746,672,NA
2022-08-23,Hogsete,Hog2,Hog2GF,GF,phytophagous,pratylenchidae,0.16084779477330416,7,43.5194029850746,672,NA
2022-08-23,Hogsete,Hog2,Hog2GF,GF,bacteriophagous,prismatolaimidae,0.11489128198093156,5,43.5194029850746,672,NA
2022-08-23,Hogsete,Hog2,Hog2GF,GF,bacteriophagous,rhabditidae,0.09191302558474523,4,43.5194029850746,672,NA
2022-08-23,Hogsete,Hog2,Hog2GF,GF,bacteriophagous,teratocephalidae,0.09191302558474523,4,43.5194029850746,672,NA
2022-08-23,Hogsete,Hog2,Hog2GF,GF,phytophagous,tylenchidae,0.29871733315042204,13,43.5194029850746,672,NA
2022-08-23,Hogsete,Hog3,Hog3C,C,fungivorous,aphelenchoididae,0.15209043532776922,7,46.0252479711452,1098,NA
2022-08-23,Hogsete,Hog3,Hog3C,C,bacteriophagous,bastianiidae,0.021727205046824172,1,46.0252479711452,1098,NA
2022-08-23,Hogsete,Hog3,Hog3C,C,bacteriophagous,desmodoridae,0.021727205046824172,1,46.0252479711452,1098,NA
2022-08-23,Hogsete,Hog3,Hog3C,C,phytophagous,dolichodoridae,0.13036323028094504,6,46.0252479711452,1098,NA
2022-08-23,Hogsete,Hog3,Hog3C,C,phytophagous,ecphyadophoridae,0.5431801261706043,25,46.0252479711452,1098,NA
2022-08-23,Hogsete,Hog3,Hog3C,C,phytophagous,hoplolaimidae,0.13036323028094504,6,46.0252479711452,1098,NA
2022-08-23,Hogsete,Hog3,Hog3C,C,bacteriophagous,monhysteridae,0.06518161514047252,3,46.0252479711452,1098,NA
2022-08-23,Hogsete,Hog3,Hog3C,C,predaceous,mononchidae,0.2389992555150659,11,46.0252479711452,1098,NA
2022-08-23,Hogsete,Hog3,Hog3C,C,bacteriophagous,panagrolaimidae,0.2389992555150659,11,46.0252479711452,1098,NA
2022-08-23,Hogsete,Hog3,Hog3C,C,phytophagous,paratylenchidae,0.021727205046824172,1,46.0252479711452,1098,NA
2022-08-23,Hogsete,Hog3,Hog3C,C,bacteriophagous,plectidae,0.2607264605618901,12,46.0252479711452,1098,NA
2022-08-23,Hogsete,Hog3,Hog3C,C,phytophagous,pratylenchidae,0.30418087065553845,14,46.0252479711452,1098,NA
2022-08-23,Hogsete,Hog3,Hog3C,C,bacteriophagous,prismatolaimidae,0.4128168958896593,19,46.0252479711452,1098,NA
2022-08-23,Hogsete,Hog3,Hog3C,C,phytophagous,tylenchidae,0.043454410093648345,2,46.0252479711452,1098,NA
2022-08-23,Hogsete,Hog3,Hog3C,C,phytophagous,unknown_plant_feeder,0.6735433564515494,31,46.0252479711452,1098,NA
2022-08-23,Hogsete,Hog3,Hog3FB,FB,fungivorous,aphelenchoididae,0.27985456430686134,10,35.732845825716,789,NA
2022-08-23,Hogsete,Hog3,Hog3FB,FB,bacteriophagous,bunonematidae,0.027985456430686135,1,35.732845825716,789,NA
2022-08-23,Hogsete,Hog3,Hog3FB,FB,bacteriophagous,cephalobidae,0.44776730289097816,16,35.732845825716,789,NA
2022-08-23,Hogsete,Hog3,Hog3FB,FB,omnivorous,diplogasteridae,0.027985456430686135,1,35.732845825716,789,NA
2022-08-23,Hogsete,Hog3,Hog3FB,FB,phytophagous,dolichodoridae,1.23136008295019,44,35.732845825716,789,NA
2022-08-23,Hogsete,Hog3,Hog3FB,FB,omnivorous,dorylaimoidea,0.22388365144548908,8,35.732845825716,789,NA
2022-08-23,Hogsete,Hog3,Hog3FB,FB,phytophagous,hoplolaimidae,0.11194182572274454,4,35.732845825716,789,NA
2022-08-23,Hogsete,Hog3,Hog3FB,FB,bacteriophagous,metateratocephalidae,0.05597091286137227,2,35.732845825716,789,NA
2022-08-23,Hogsete,Hog3,Hog3FB,FB,bacteriophagous,monhysteridae,0.05597091286137227,2,35.732845825716,789,NA
2022-08-23,Hogsete,Hog3,Hog3FB,FB,predaceous,mononchidae,0.027985456430686135,1,35.732845825716,789,NA
2022-08-23,Hogsete,Hog3,Hog3FB,FB,phytophagous,paratylenchidae,0.2518691078761752,9,35.732845825716,789,NA
2022-08-23,Hogsete,Hog3,Hog3FB,FB,bacteriophagous,plectidae,0.08395636929205841,3,35.732845825716,789,NA
2022-08-23,Hogsete,Hog3,Hog3FB,FB,phytophagous,pratylenchidae,0.08395636929205841,3,35.732845825716,789,NA
2022-08-23,Hogsete,Hog3,Hog3FB,FB,bacteriophagous,prismatolaimidae,0.11194182572274454,4,35.732845825716,789,NA
2022-08-23,Hogsete,Hog3,Hog3FB,FB,bacteriophagous,rhabditidae,0.27985456430686134,10,35.732845825716,789,NA
2022-08-23,Hogsete,Hog3,Hog3FB,FB,bacteriophagous,teratocephalidae,0.16791273858411682,6,35.732845825716,789,NA
2022-08-23,Hogsete,Hog3,Hog3FB,FB,phytophagous,tylenchidae,0.7276218671978395,26,35.732845825716,789,NA
2022-08-23,Hogsete,Hog3,Hog3FGB,FGB,fungivorous,aphelenchoididae,0.21158421345191789,12,56.7150063051702,776,NA
2022-08-23,Hogsete,Hog3,Hog3FGB,FGB,bacteriophagous,cephalobidae,0.17632017787659823,10,56.7150063051702,776,NA
2022-08-23,Hogsete,Hog3,Hog3FGB,FGB,phytophagous,dolichodoridae,1.1460811561978885,65,56.7150063051702,776,NA
2022-08-23,Hogsete,Hog3,Hog3FGB,FGB,omnivorous,dorylaimoidea,0.19395219566425806,11,56.7150063051702,776,NA
2022-08-23,Hogsete,Hog3,Hog3FGB,FGB,phytophagous,hoplolaimidae,0.035264035575319645,2,56.7150063051702,776,NA
2022-08-23,Hogsete,Hog3,Hog3FGB,FGB,bacteriophagous,metateratocephalidae,0.035264035575319645,2,56.7150063051702,776,NA
2022-08-23,Hogsete,Hog3,Hog3FGB,FGB,predaceous,mononchidae,0.017632017787659823,1,56.7150063051702,776,NA
2022-08-23,Hogsete,Hog3,Hog3FGB,FGB,bacteriophagous,neodiplogasteridae,0.08816008893829912,5,56.7150063051702,776,NA
2022-08-23,Hogsete,Hog3,Hog3FGB,FGB,phytophagous,paratylenchidae,0.017632017787659823,1,56.7150063051702,776,NA
2022-08-23,Hogsete,Hog3,Hog3FGB,FGB,bacteriophagous,plectidae,0.17632017787659823,10,56.7150063051702,776,NA
2022-08-23,Hogsete,Hog3,Hog3FGB,FGB,phytophagous,pratylenchidae,0.2292162312395777,13,56.7150063051702,776,NA
2022-08-23,Hogsete,Hog3,Hog3FGB,FGB,bacteriophagous,prismatolaimidae,0.035264035575319645,2,56.7150063051702,776,NA
2022-08-23,Hogsete,Hog3,Hog3FGB,FGB,phytophagous,psilenchidae,0.035264035575319645,2,56.7150063051702,776,NA
