year,sampling_date,siteID,blockID,treatment,plotID,extraction_height,extraction_round,microarthropods,functional_group,abundance,observer,comments
2022,2022-08-25,Fauske,Fau2,FB,Fau2FB,high,2,mite,unknownjuvenile,NA,M,Too much soil impossible to see through
2022,2022-08-25,Fauske,Fau2,FB,Fau2FB,high,2,collembola,fungivorous,NA,M,Too much soil impossible to see through
2022,2022-08-25,Fauske,Fau2,FB,Fau2FB,high,2,collembola,predaceous,NA,M,Too much soil impossible to see through
2022,2022-08-25,Fauske,Fau2,FGB,Fau2FGB,NA,1,mite,fungivorous,3,V,NA
2022,2022-08-25,Fauske,Fau2,FGB,Fau2FGB,NA,1,mite,nematophagous,0,V,NA
2022,2022-08-25,Fauske,Fau2,FGB,Fau2FGB,NA,1,mite,predaceous,0,V,NA
2022,2022-08-25,Fauske,Fau2,FGB,Fau2FGB,NA,1,mite,unknownjuvenile,0,V,NA
2022,2022-08-25,Fauske,Fau2,FGB,Fau2FGB,NA,1,collembola,fungivorous,1,V,NA
2022,2022-08-25,Fauske,Fau2,FGB,Fau2FGB,NA,1,collembola,predaceous,0,V,NA
2022,2022-08-25,Fauske,Fau2,C,Fau2C,NA,1,mite,fungivorous,7,V,NA
2022,2022-08-25,Fauske,Fau2,C,Fau2C,NA,1,mite,nematophagous,0,V,NA
2022,2022-08-25,Fauske,Fau2,C,Fau2C,NA,1,mite,predaceous,1,V,NA
2022,2022-08-25,Fauske,Fau2,C,Fau2C,NA,1,mite,unknownjuvenile,0,V,NA
2022,2022-08-25,Fauske,Fau2,C,Fau2C,NA,1,collembola,fungivorous,5,V,NA
2022,2022-08-25,Fauske,Fau2,C,Fau2C,NA,1,collembola,predaceous,0,V,NA
2022,2022-08-25,Fauske,Fau4,GF,Fau4GF,middle,2,mite,fungivorous,41,V,NA
2022,2022-08-25,Fauske,Fau4,GF,Fau4GF,middle,2,mite,nematophagous,0,V,NA
2022,2022-08-25,Fauske,Fau4,GF,Fau4GF,middle,2,mite,predaceous,70,V,NA
2022,2022-08-25,Fauske,Fau4,GF,Fau4GF,middle,2,mite,unknownjuvenile,0,V,NA
2022,2022-08-25,Fauske,Fau4,GF,Fau4GF,middle,2,collembola,fungivorous,4,V,NA
2022,2022-08-25,Fauske,Fau4,GF,Fau4GF,middle,2,collembola,predaceous,0,V,NA
2022,2022-08-25,Fauske,Fau4,FB,Fau4FB,high,2,mite,fungivorous,40,V,regular bulb
2022,2022-08-25,Fauske,Fau4,FB,Fau4FB,high,2,mite,nematophagous,0,V,regular bulb
2022,2022-08-25,Fauske,Fau4,FB,Fau4FB,high,2,mite,predaceous,25,V,regular bulb
2022,2022-08-25,Fauske,Fau4,FB,Fau4FB,high,2,mite,unknownjuvenile,0,V,regular bulb
2022,2022-08-25,Fauske,Fau4,FB,Fau4FB,high,2,collembola,fungivorous,0,V,regular bulb
2022,2022-08-25,Fauske,Fau4,FB,Fau4FB,high,2,collembola,predaceous,0,V,regular bulb
2022,2022-08-25,Fauske,Fau4,GB,Fau4GB,low,2,mite,fungivorous,68,V,NA
2022,2022-08-25,Fauske,Fau4,GB,Fau4GB,low,2,mite,nematophagous,1,V,NA
2022,2022-08-25,Fauske,Fau4,GB,Fau4GB,low,2,mite,predaceous,41,V,NA
2022,2022-08-25,Fauske,Fau4,GB,Fau4GB,low,2,mite,unknownjuvenile,0,V,NA
2022,2022-08-25,Fauske,Fau4,GB,Fau4GB,low,2,collembola,fungivorous,5,V,NA
2022,2022-08-25,Fauske,Fau4,GB,Fau4GB,low,2,collembola,predaceous,0,V,NA
2022,2022-08-25,Fauske,Fau4,FGB,Fau4FGB,low,2,mite,fungivorous,4,M,lot of soil in sample
2022,2022-08-25,Fauske,Fau4,FGB,Fau4FGB,low,2,mite,nematophagous,0,M,lot of soil in sample
2022,2022-08-25,Fauske,Fau4,FGB,Fau4FGB,low,2,mite,predaceous,5,M,lot of soil in sample
2022,2022-08-25,Fauske,Fau4,FGB,Fau4FGB,low,2,mite,unknownjuvenile,0,M,lot of soil in sample
2022,2022-08-25,Fauske,Fau4,FGB,Fau4FGB,low,2,collembola,fungivorous,2,M,lot of soil in sample
2022,2022-08-25,Fauske,Fau4,FGB,Fau4FGB,low,2,collembola,predaceous,0,M,lot of soil in sample
2022,2022-08-25,Fauske,Fau4,C,Fau4C,middle,2,mite,fungivorous,21,V,NA
2022,2022-08-25,Fauske,Fau4,C,Fau4C,middle,2,mite,nematophagous,0,V,NA
2022,2022-08-25,Fauske,Fau4,C,Fau4C,middle,2,mite,predaceous,24,V,NA
2022,2022-08-25,Fauske,Fau4,C,Fau4C,middle,2,mite,unknownjuvenile,0,V,NA
2022,2022-08-25,Fauske,Fau4,C,Fau4C,middle,2,collembola,fungivorous,2,V,NA
2022,2022-08-25,Fauske,Fau4,C,Fau4C,middle,2,collembola,predaceous,0,V,NA
2022,2022-08-26,Vikesland,Vik2,GF,Vik2GF,NA,1,mite,fungivorous,150,M,micro-arthropods wraped with filaments
2022,2022-08-26,Vikesland,Vik2,GF,Vik2GF,NA,1,mite,nematophagous,0,M,micro-arthropods wraped with filaments
2022,2022-08-26,Vikesland,Vik2,GF,Vik2GF,NA,1,mite,predaceous,7,M,micro-arthropods wraped with filaments
2022,2022-08-26,Vikesland,Vik2,GF,Vik2GF,NA,1,mite,unknownjuvenile,0,M,micro-arthropods wraped with filaments
2022,2022-08-26,Vikesland,Vik2,GF,Vik2GF,NA,1,collembola,fungivorous,16,M,micro-arthropods wraped with filaments
2022,2022-08-26,Vikesland,Vik2,GF,Vik2GF,NA,1,collembola,predaceous,0,M,micro-arthropods wraped with filaments
2022,2022-08-26,Vikesland,Vik2,FB,Vik2FB,NA,1,mite,fungivorous,151,M,NA
2022,2022-08-26,Vikesland,Vik2,FB,Vik2FB,NA,1,mite,nematophagous,10,M,NA
2022,2022-08-26,Vikesland,Vik2,FB,Vik2FB,NA,1,mite,predaceous,11,M,NA
2022,2022-08-26,Vikesland,Vik2,FB,Vik2FB,NA,1,mite,unknownjuvenile,0,M,NA
2022,2022-08-26,Vikesland,Vik2,FB,Vik2FB,NA,1,collembola,fungivorous,2,M,NA
2022,2022-08-26,Vikesland,Vik2,FB,Vik2FB,NA,1,collembola,predaceous,0,M,NA
2022,2022-08-26,Vikesland,Vik2,GB,Vik2GB,NA,1,mite,fungivorous,54,M,NA
2022,2022-08-26,Vikesland,Vik2,GB,Vik2GB,NA,1,mite,nematophagous,0,M,NA
2022,2022-08-26,Vikesland,Vik2,GB,Vik2GB,NA,1,mite,predaceous,11,M,NA
2022,2022-08-26,Vikesland,Vik2,GB,Vik2GB,NA,1,mite,unknownjuvenile,0,M,NA
2022,2022-08-26,Vikesland,Vik2,GB,Vik2GB,NA,1,collembola,fungivorous,6,M,NA
2022,2022-08-26,Vikesland,Vik2,GB,Vik2GB,NA,1,collembola,predaceous,0,M,NA
2022,2022-08-26,Vikesland,Vik2,FGB,Vik2FGB,NA,1,mite,fungivorous,21,M,lot of soil in sample
2022,2022-08-26,Vikesland,Vik2,FGB,Vik2FGB,NA,1,mite,nematophagous,0,M,lot of soil in sample
2022,2022-08-26,Vikesland,Vik2,FGB,Vik2FGB,NA,1,mite,predaceous,3,M,lot of soil in sample
2022,2022-08-26,Vikesland,Vik2,FGB,Vik2FGB,NA,1,mite,unknownjuvenile,0,M,lot of soil in sample
2022,2022-08-26,Vikesland,Vik2,FGB,Vik2FGB,NA,1,collembola,fungivorous,5,M,lot of soil in sample
2022,2022-08-26,Vikesland,Vik2,FGB,Vik2FGB,NA,1,collembola,predaceous,0,M,lot of soil in sample
2022,2022-08-26,Vikesland,Vik2,C,Vik2C,NA,1,mite,fungivorous,296,V,lot of soil in sample
2022,2022-08-26,Vikesland,Vik2,C,Vik2C,NA,1,mite,nematophagous,19,V,lot of soil in sample
2022,2022-08-26,Vikesland,Vik2,C,Vik2C,NA,1,mite,predaceous,52,V,lot of soil in sample
2022,2022-08-26,Vikesland,Vik2,C,Vik2C,NA,1,mite,unknownjuvenile,0,V,lot of soil in sample
2022,2022-08-26,Vikesland,Vik2,C,Vik2C,NA,1,collembola,fungivorous,33,V,lot of soil in sample
2022,2022-08-26,Vikesland,Vik2,C,Vik2C,NA,1,collembola,predaceous,0,V,lot of soil in sample
2022,2022-08-26,Vikesland,Vik3,GF,Vik3GF,NA,1,mite,fungivorous,4,M,NA
2022,2022-08-26,Vikesland,Vik3,GF,Vik3GF,NA,1,mite,nematophagous,0,M,NA
2022,2022-08-26,Vikesland,Vik3,GF,Vik3GF,NA,1,mite,predaceous,0,M,NA
2022,2022-08-26,Vikesland,Vik3,GF,Vik3GF,NA,1,mite,unknownjuvenile,0,M,NA
2022,2022-08-26,Vikesland,Vik3,GF,Vik3GF,NA,1,collembola,fungivorous,2,M,NA
2022,2022-08-26,Vikesland,Vik3,GF,Vik3GF,NA,1,collembola,predaceous,0,M,NA
2022,2022-08-26,Vikesland,Vik3,FB,Vik3FB,NA,1,mite,fungivorous,3,V,NA
2022,2022-08-26,Vikesland,Vik3,FB,Vik3FB,NA,1,mite,nematophagous,0,V,NA
2022,2022-08-26,Vikesland,Vik3,FB,Vik3FB,NA,1,mite,predaceous,1,V,NA
2022,2022-08-26,Vikesland,Vik3,FB,Vik3FB,NA,1,mite,unknownjuvenile,0,V,NA
2022,2022-08-26,Vikesland,Vik3,FB,Vik3FB,NA,1,collembola,fungivorous,0,V,NA
2022,2022-08-26,Vikesland,Vik3,FB,Vik3FB,NA,1,collembola,predaceous,0,V,NA
2022,2022-08-26,Vikesland,Vik3,GB,Vik3GB,low,2,mite,fungivorous,38,V,NA
2022,2022-08-26,Vikesland,Vik3,GB,Vik3GB,low,2,mite,nematophagous,0,V,NA
2022,2022-08-26,Vikesland,Vik3,GB,Vik3GB,low,2,mite,predaceous,11,V,NA
2022,2022-08-26,Vikesland,Vik3,GB,Vik3GB,low,2,mite,unknownjuvenile,0,V,NA
2022,2022-08-26,Vikesland,Vik3,GB,Vik3GB,low,2,collembola,fungivorous,10,V,NA
2022,2022-08-26,Vikesland,Vik3,GB,Vik3GB,low,2,collembola,predaceous,1,V,NA
2022,2022-08-26,Vikesland,Vik3,FGB,Vik3FGB,high,2,mite,fungivorous,90,V,NA
2022,2022-08-26,Vikesland,Vik3,FGB,Vik3FGB,high,2,mite,nematophagous,16,V,NA
2022,2022-08-26,Vikesland,Vik3,FGB,Vik3FGB,high,2,mite,predaceous,7,V,NA
2022,2022-08-26,Vikesland,Vik3,FGB,Vik3FGB,high,2,mite,unknownjuvenile,0,V,NA
2022,2022-08-26,Vikesland,Vik3,FGB,Vik3FGB,high,2,collembola,fungivorous,13,V,NA
2022,2022-08-26,Vikesland,Vik3,FGB,Vik3FGB,high,2,collembola,predaceous,2,V,NA
2022,2022-08-26,Vikesland,Vik3,C,Vik3C,NA,1,mite,fungivorous,1,V,NA
2022,2022-08-26,Vikesland,Vik3,C,Vik3C,NA,1,mite,nematophagous,0,V,NA
2022,2022-08-26,Vikesland,Vik3,C,Vik3C,NA,1,mite,predaceous,3,V,NA
2022,2022-08-26,Vikesland,Vik3,C,Vik3C,NA,1,mite,unknownjuvenile,0,V,NA
2022,2022-08-26,Vikesland,Vik3,C,Vik3C,NA,1,collembola,fungivorous,1,V,NA
2022,2022-08-26,Vikesland,Vik3,C,Vik3C,NA,1,collembola,predaceous,0,V,NA
2022,2022-08-26,Vikesland,Vik4,GF,Vik4GF,low,2,mite,fungivorous,381,M,NA
2022,2022-08-26,Vikesland,Vik4,GF,Vik4GF,low,2,mite,nematophagous,54,M,NA
2022,2022-08-26,Vikesland,Vik4,GF,Vik4GF,low,2,mite,predaceous,112,M,NA
2022,2022-08-26,Vikesland,Vik4,GF,Vik4GF,low,2,mite,unknownjuvenile,0,M,NA
2022,2022-08-26,Vikesland,Vik4,GF,Vik4GF,low,2,collembola,fungivorous,29,M,NA
2022,2022-08-26,Vikesland,Vik4,GF,Vik4GF,low,2,collembola,predaceous,0,M,NA
2022,2022-08-26,Vikesland,Vik4,GB,Vik4GB,middle,2,mite,fungivorous,361,M,NA
2022,2022-08-26,Vikesland,Vik4,GB,Vik4GB,middle,2,mite,nematophagous,31,M,NA
2022,2022-08-26,Vikesland,Vik4,GB,Vik4GB,middle,2,mite,predaceous,65,M,NA
2022,2022-08-26,Vikesland,Vik4,GB,Vik4GB,middle,2,mite,unknownjuvenile,3,M,NA
2022,2022-08-26,Vikesland,Vik4,GB,Vik4GB,middle,2,collembola,fungivorous,22,M,NA
2022,2022-08-26,Vikesland,Vik4,GB,Vik4GB,middle,2,collembola,predaceous,2,M,NA
2022,2022-08-26,Vikesland,Vik4,FB,Vik4FB,NA,1,mite,fungivorous,7,V,NA
2022,2022-08-26,Vikesland,Vik4,FB,Vik4FB,NA,1,mite,nematophagous,0,V,NA
2022,2022-08-26,Vikesland,Vik4,FB,Vik4FB,NA,1,mite,predaceous,6,V,NA
2022,2022-08-26,Vikesland,Vik4,FB,Vik4FB,NA,1,mite,unknownjuvenile,0,V,NA
2022,2022-08-26,Vikesland,Vik4,FB,Vik4FB,NA,1,collembola,fungivorous,0,V,NA
2022,2022-08-26,Vikesland,Vik4,FB,Vik4FB,NA,1,collembola,predaceous,0,V,NA
2022,2022-08-26,Vikesland,Vik4,FGB,Vik4FGB,NA,1,mite,fungivorous,14,M,NA
2022,2022-08-26,Vikesland,Vik4,FGB,Vik4FGB,NA,1,mite,nematophagous,0,M,NA
2022,2022-08-26,Vikesland,Vik4,FGB,Vik4FGB,NA,1,mite,predaceous,8,M,NA
2022,2022-08-26,Vikesland,Vik4,FGB,Vik4FGB,NA,1,mite,unknownjuvenile,0,M,NA
2022,2022-08-26,Vikesland,Vik4,FGB,Vik4FGB,NA,1,collembola,fungivorous,22,M,NA
2022,2022-08-26,Vikesland,Vik4,FGB,Vik4FGB,NA,1,collembola,predaceous,0,M,NA
2022,2022-08-26,Vikesland,Vik4,C,Vik4C,NA,1,mite,fungivorous,10,V,NA
2022,2022-08-26,Vikesland,Vik4,C,Vik4C,NA,1,mite,nematophagous,0,V,NA
2022,2022-08-26,Vikesland,Vik4,C,Vik4C,NA,1,mite,predaceous,0,V,NA
2022,2022-08-26,Vikesland,Vik4,C,Vik4C,NA,1,mite,unknownjuvenile,0,V,NA
2022,2022-08-26,Vikesland,Vik4,C,Vik4C,NA,1,collembola,fungivorous,3,V,NA
2022,2022-08-26,Vikesland,Vik4,C,Vik4C,NA,1,collembola,predaceous,0,V,NA
2022,2022-08-31,Arhelleren,Arh1,FB,Arh1FB,low,3,mite,fungivorous,54,M,NA
2022,2022-08-31,Arhelleren,Arh1,FB,Arh1FB,low,3,mite,nematophagous,0,M,NA
2022,2022-08-31,Arhelleren,Arh1,FB,Arh1FB,low,3,mite,predaceous,1,M,NA
2022,2022-08-31,Arhelleren,Arh1,FB,Arh1FB,low,3,mite,unknownjuvenile,0,M,NA
2022,2022-08-31,Arhelleren,Arh1,FB,Arh1FB,low,3,collembola,fungivorous,17,M,NA
2022,2022-08-31,Arhelleren,Arh1,FB,Arh1FB,low,3,collembola,predaceous,0,M,NA
2022,2022-08-31,Arhelleren,Arh1,GB,Arh1GB,high,3,mite,fungivorous,63,V,regular bulb
2022,2022-08-31,Arhelleren,Arh1,GB,Arh1GB,high,3,mite,nematophagous,0,V,regular bulb
2022,2022-08-31,Arhelleren,Arh1,GB,Arh1GB,high,3,mite,predaceous,24,V,regular bulb
2022,2022-08-31,Arhelleren,Arh1,GB,Arh1GB,high,3,mite,unknownjuvenile,0,V,regular bulb
2022,2022-08-31,Arhelleren,Arh1,GB,Arh1GB,high,3,collembola,fungivorous,0,V,regular bulb
2022,2022-08-31,Arhelleren,Arh1,GB,Arh1GB,high,3,collembola,predaceous,0,V,regular bulb
2022,2022-08-31,Arhelleren,Arh1,FGB,Arh1FGB,middle,3,mite,fungivorous,9,M,"2 samples labelled Arh1FGB, this one is Arh1FGB-1, one sample counfounded with Arh1GF"
2022,2022-08-31,Arhelleren,Arh1,FGB,Arh1FGB,middle,3,mite,nematophagous,0,M,"2 samples labelled Arh1FGB, this one is Arh1FGB-1, one sample counfounded with Arh1GF"
2022,2022-08-31,Arhelleren,Arh1,FGB,Arh1FGB,middle,3,mite,predaceous,6,M,"2 samples labelled Arh1FGB, this one is Arh1FGB-1, one sample counfounded with Arh1GF"
2022,2022-08-31,Arhelleren,Arh1,FGB,Arh1FGB,middle,3,mite,unknownjuvenile,0,M,"2 samples labelled Arh1FGB, this one is Arh1FGB-1, one sample counfounded with Arh1GF"
2022,2022-08-31,Arhelleren,Arh1,FGB,Arh1FGB,middle,3,collembola,fungivorous,0,M,"2 samples labelled Arh1FGB, this one is Arh1FGB-1, one sample counfounded with Arh1GF"
2022,2022-08-31,Arhelleren,Arh1,FGB,Arh1FGB,middle,3,collembola,predaceous,0,M,"2 samples labelled Arh1FGB, this one is Arh1FGB-1, one sample counfounded with Arh1GF"
2022,2022-08-31,Arhelleren,Arh1,GF,Arh1GF,middle,3,mite,fungivorous,31,M,"2 samples labelled Arh1FGB, this one is Arh1FGB-2, one sample counfounded with Arh1GF"
2022,2022-08-31,Arhelleren,Arh1,GF,Arh1GF,middle,3,mite,nematophagous,0,M,"2 samples labelled Arh1FGB, this one is Arh1FGB-2, one sample counfounded with Arh1GF"
2022,2022-08-31,Arhelleren,Arh1,GF,Arh1GF,middle,3,mite,predaceous,9,M,"2 samples labelled Arh1FGB, this one is Arh1FGB-2, one sample counfounded with Arh1GF"
2022,2022-08-31,Arhelleren,Arh1,GF,Arh1GF,middle,3,mite,unknownjuvenile,0,M,"2 samples labelled Arh1FGB, this one is Arh1FGB-2, one sample counfounded with Arh1GF"
2022,2022-08-31,Arhelleren,Arh1,GF,Arh1GF,middle,3,collembola,fungivorous,4,M,"2 samples labelled Arh1FGB, this one is Arh1FGB-2, one sample counfounded with Arh1GF"
2022,2022-08-31,Arhelleren,Arh1,GF,Arh1GF,middle,3,collembola,predaceous,0,M,"2 samples labelled Arh1FGB, this one is Arh1FGB-2, one sample counfounded with Arh1GF"
2022,2022-08-31,Arhelleren,Arh1,C,Arh1C,middle,3,mite,fungivorous,50,M,NA
2022,2022-08-31,Arhelleren,Arh1,C,Arh1C,middle,3,mite,nematophagous,4,M,NA
2022,2022-08-31,Arhelleren,Arh1,C,Arh1C,middle,3,mite,predaceous,13,M,NA
2022,2022-08-31,Arhelleren,Arh1,C,Arh1C,middle,3,mite,unknownjuvenile,0,M,NA
2022,2022-08-31,Arhelleren,Arh1,C,Arh1C,middle,3,collembola,fungivorous,7,M,NA
2022,2022-08-31,Arhelleren,Arh1,C,Arh1C,middle,3,collembola,predaceous,0,M,NA
2022,2022-08-31,Arhelleren,Arh2,GF,Arh2GF,low,3,mite,fungivorous,7,V,NA
2022,2022-08-31,Arhelleren,Arh2,GF,Arh2GF,low,3,mite,nematophagous,0,V,NA
2022,2022-08-31,Arhelleren,Arh2,GF,Arh2GF,low,3,mite,predaceous,20,V,NA
2022,2022-08-31,Arhelleren,Arh2,GF,Arh2GF,low,3,mite,unknownjuvenile,0,V,NA
2022,2022-08-31,Arhelleren,Arh2,GF,Arh2GF,low,3,collembola,fungivorous,0,V,NA
2022,2022-08-31,Arhelleren,Arh2,GF,Arh2GF,low,3,collembola,predaceous,0,V,NA
2022,2022-08-31,Arhelleren,Arh2,FB,Arh2FB,middle,3,mite,fungivorous,20,M,NA
2022,2022-08-31,Arhelleren,Arh2,FB,Arh2FB,middle,3,mite,nematophagous,2,M,NA
2022,2022-08-31,Arhelleren,Arh2,FB,Arh2FB,middle,3,mite,predaceous,23,M,NA
2022,2022-08-31,Arhelleren,Arh2,FB,Arh2FB,middle,3,mite,unknownjuvenile,0,M,NA
2022,2022-08-31,Arhelleren,Arh2,FB,Arh2FB,middle,3,collembola,fungivorous,3,M,NA
2022,2022-08-31,Arhelleren,Arh2,FB,Arh2FB,middle,3,collembola,predaceous,0,M,NA
2022,2022-08-31,Arhelleren,Arh2,GB,Arh2GB,high,3,mite,fungivorous,34,V,regular bulb
2022,2022-08-31,Arhelleren,Arh2,GB,Arh2GB,high,3,mite,nematophagous,0,V,regular bulb
2022,2022-08-31,Arhelleren,Arh2,GB,Arh2GB,high,3,mite,predaceous,43,V,regular bulb
2022,2022-08-31,Arhelleren,Arh2,GB,Arh2GB,high,3,mite,unknownjuvenile,0,V,regular bulb
2022,2022-08-31,Arhelleren,Arh2,GB,Arh2GB,high,3,collembola,fungivorous,4,V,regular bulb
2022,2022-08-31,Arhelleren,Arh2,GB,Arh2GB,high,3,collembola,predaceous,1,V,regular bulb
2022,2022-08-31,Arhelleren,Arh2,FGB,Arh2FGB,low,3,mite,fungivorous,4,V,NA
2022,2022-08-31,Arhelleren,Arh2,FGB,Arh2FGB,low,3,mite,nematophagous,1,V,NA
2022,2022-08-31,Arhelleren,Arh2,FGB,Arh2FGB,low,3,mite,predaceous,2,V,NA
2022,2022-08-31,Arhelleren,Arh2,FGB,Arh2FGB,low,3,mite,unknownjuvenile,0,V,NA
2022,2022-08-31,Arhelleren,Arh2,FGB,Arh2FGB,low,3,collembola,fungivorous,0,V,NA
2022,2022-08-31,Arhelleren,Arh2,FGB,Arh2FGB,low,3,collembola,predaceous,0,V,NA
2022,2022-08-31,Arhelleren,Arh2,C,Arh2C,middle,3,mite,fungivorous,58,V,NA
2022,2022-08-31,Arhelleren,Arh2,C,Arh2C,middle,3,mite,nematophagous,0,V,NA
2022,2022-08-31,Arhelleren,Arh2,C,Arh2C,middle,3,mite,predaceous,32,V,NA
2022,2022-08-31,Arhelleren,Arh2,C,Arh2C,middle,3,mite,unknownjuvenile,0,V,NA
2022,2022-08-31,Arhelleren,Arh2,C,Arh2C,middle,3,collembola,fungivorous,4,V,NA
2022,2022-08-31,Arhelleren,Arh2,C,Arh2C,middle,3,collembola,predaceous,0,V,NA
2022,2022-08-31,Arhelleren,Arh3,GF,Arh3GF,high,3,mite,fungivorous,10,M,NA
2022,2022-08-31,Arhelleren,Arh3,GF,Arh3GF,high,3,mite,nematophagous,1,M,NA
2022,2022-08-31,Arhelleren,Arh3,GF,Arh3GF,high,3,mite,predaceous,4,M,NA
2022,2022-08-31,Arhelleren,Arh3,GF,Arh3GF,high,3,mite,unknownjuvenile,0,M,NA
2022,2022-08-31,Arhelleren,Arh3,GF,Arh3GF,high,3,collembola,fungivorous,0,M,NA
2022,2022-08-31,Arhelleren,Arh3,GF,Arh3GF,high,3,collembola,predaceous,0,M,NA
2022,2022-08-31,Arhelleren,Arh3,FB,Arh3FB,high,3,mite,fungivorous,68,M,regular bulb
2022,2022-08-31,Arhelleren,Arh3,FB,Arh3FB,high,3,mite,nematophagous,0,M,regular bulb
2022,2022-08-31,Arhelleren,Arh3,FB,Arh3FB,high,3,mite,predaceous,20,M,regular bulb
2022,2022-08-31,Arhelleren,Arh3,FB,Arh3FB,high,3,mite,unknownjuvenile,0,M,regular bulb
2022,2022-08-31,Arhelleren,Arh3,FB,Arh3FB,high,3,collembola,fungivorous,0,M,regular bulb
2022,2022-08-31,Arhelleren,Arh3,FB,Arh3FB,high,3,collembola,predaceous,0,M,regular bulb
2022,2022-08-31,Arhelleren,Arh3,GB,Arh3GB,low,3,mite,fungivorous,14,V,NA
2022,2022-08-31,Arhelleren,Arh3,GB,Arh3GB,low,3,mite,nematophagous,0,V,NA
2022,2022-08-31,Arhelleren,Arh3,GB,Arh3GB,low,3,mite,predaceous,4,V,NA
2022,2022-08-31,Arhelleren,Arh3,GB,Arh3GB,low,3,mite,unknownjuvenile,0,V,NA
