"","siteID","blockID","treatment","plotID","burial_date","retrieval_date","litter_type","native_or_added","rel_weight_loss","mean_precip","mean_temp"
"40","Alrust","Alr2","C","Alr2C","2021-08-05","2022-08-24","graminoids","added",NA,"700","8.5"
"41","Alrust","Alr2","F","Alr2F","2021-08-05","2022-08-24","forbs","native",0.61664,"700","8.5"
"42","Alrust","Alr2","F","Alr2F","2021-08-05","2022-08-24","forbs","added",NA,"700","8.5"
"43","Alrust","Alr2","F","Alr2F","2021-08-05","2022-08-24","graminoids","native",0.36934,"700","8.5"
"44","Alrust","Alr2","F","Alr2F","2021-08-05","2022-08-24","graminoids","added",NA,"700","8.5"
"45","Alrust","Alr2","FB","Alr2FB","2021-08-05","2022-08-24","forbs","native",0.54009,"700","8.5"
"46","Alrust","Alr2","FB","Alr2FB","2021-08-05","2022-08-24","forbs","added",NA,"700","8.5"
"47","Alrust","Alr2","FB","Alr2FB","2021-08-05","2022-08-24","graminoids","native",0.35181,"700","8.5"
"48","Alrust","Alr2","FB","Alr2FB","2021-08-05","2022-08-24","graminoids","added",NA,"700","8.5"
"49","Alrust","Alr2","FGB","Alr2FGB","2021-08-05","2022-08-24","forbs","native",0.35848,"700","8.5"
"50","Alrust","Alr2","FGB","Alr2FGB","2021-08-05","2022-08-24","forbs","added",NA,"700","8.5"
"51","Alrust","Alr2","FGB","Alr2FGB","2021-08-05","2022-08-24","graminoids","native",0.3846,"700","8.5"
"52","Alrust","Alr2","FGB","Alr2FGB","2021-08-05","2022-08-24","graminoids","added",NA,"700","8.5"
"53","Alrust","Alr2","G","Alr2G","2021-08-05","2022-08-24","forbs","native",0.47692,"700","8.5"
"54","Alrust","Alr2","G","Alr2G","2021-08-05","2022-08-24","forbs","added",NA,"700","8.5"
"55","Alrust","Alr2","G","Alr2G","2021-08-05","2022-08-24","graminoids","native",0.38305,"700","8.5"
"56","Alrust","Alr2","G","Alr2G","2021-08-05","2022-08-24","graminoids","added",NA,"700","8.5"
"57","Alrust","Alr2","GB","Alr2GB","2021-08-05","2022-08-24","forbs","native",0.49107,"700","8.5"
"58","Alrust","Alr2","GB","Alr2GB","2021-08-05","2022-08-24","forbs","added",NA,"700","8.5"
"59","Alrust","Alr2","GB","Alr2GB","2021-08-05","2022-08-24","graminoids","native",0.34472,"700","8.5"
"60","Alrust","Alr2","GB","Alr2GB","2021-08-05","2022-08-24","graminoids","added",NA,"700","8.5"
"61","Alrust","Alr2","GF","Alr2GF","2021-08-05","2022-08-24","forbs","native",0.33296,"700","8.5"
"62","Alrust","Alr2","GF","Alr2GF","2021-08-05","2022-08-24","forbs","added",NA,"700","8.5"
"63","Alrust","Alr2","GF","Alr2GF","2021-08-05","2022-08-24","graminoids","native",0.34674,"700","8.5"
"64","Alrust","Alr2","GF","Alr2GF","2021-08-05","2022-08-24","graminoids","added",NA,"700","8.5"
"65","Alrust","Alr3","B","Alr3B","2021-08-05","2022-08-24","forbs","native",0.54931,"700","8.5"
"66","Alrust","Alr3","B","Alr3B","2021-08-05","2022-08-24","forbs","added",NA,"700","8.5"
"67","Alrust","Alr3","B","Alr3B","2021-08-05","2022-08-24","graminoids","native",0.20489,"700","8.5"
"68","Alrust","Alr3","B","Alr3B","2021-08-05","2022-08-24","graminoids","added",NA,"700","8.5"
"69","Alrust","Alr3","C","Alr3C","2021-08-05","2022-08-24","forbs","native",0.45932,"700","8.5"
"70","Alrust","Alr3","C","Alr3C","2021-08-05","2022-08-24","forbs","added",NA,"700","8.5"
"71","Alrust","Alr3","C","Alr3C","2021-08-05","2022-08-24","graminoids","native",0.33369,"700","8.5"
"72","Alrust","Alr3","C","Alr3C","2021-08-05","2022-08-24","graminoids","added",NA,"700","8.5"
"73","Alrust","Alr3","F","Alr3F","2021-08-05","2022-08-24","forbs","native",0.49849,"700","8.5"
"74","Alrust","Alr3","F","Alr3F","2021-08-05","2022-08-24","forbs","added",NA,"700","8.5"
"75","Alrust","Alr3","F","Alr3F","2021-08-05","2022-08-24","graminoids","native",0.28122,"700","8.5"
"76","Alrust","Alr3","F","Alr3F","2021-08-05","2022-08-24","graminoids","added",NA,"700","8.5"
"77","Alrust","Alr3","FB","Alr3FB","2021-08-05","2022-08-24","forbs","native",0.39805,"700","8.5"
"78","Alrust","Alr3","FB","Alr3FB","2021-08-05","2022-08-24","forbs","added",NA,"700","8.5"
"79","Alrust","Alr3","FB","Alr3FB","2021-08-05","2022-08-24","graminoids","native",0.26443,"700","8.5"
"80","Alrust","Alr3","FB","Alr3FB","2021-08-05","2022-08-24","graminoids","added",NA,"700","8.5"
"81","Alrust","Alr3","FGB","Alr3FGB","2021-08-05","2022-08-24","forbs","native",0.28769,"700","8.5"
"82","Alrust","Alr3","FGB","Alr3FGB","2021-08-05","2022-08-24","forbs","added",NA,"700","8.5"
"83","Alrust","Alr3","FGB","Alr3FGB","2021-08-05","2022-08-24","graminoids","native",0.19943,"700","8.5"
"84","Alrust","Alr3","FGB","Alr3FGB","2021-08-05","2022-08-24","graminoids","added",NA,"700","8.5"
"85","Alrust","Alr3","G","Alr3G","2021-08-05","2022-08-24","forbs","native",0.59904,"700","8.5"
"86","Alrust","Alr3","G","Alr3G","2021-08-05","2022-08-24","forbs","added",NA,"700","8.5"
"87","Alrust","Alr3","G","Alr3G","2021-08-05","2022-08-24","graminoids","native",0.81288,"700","8.5"
"88","Alrust","Alr3","G","Alr3G","2021-08-05","2022-08-24","graminoids","added",NA,"700","8.5"
"89","Alrust","Alr3","GB","Alr3GB","2021-08-05","2022-08-24","forbs","native",0.53662,"700","8.5"
"90","Alrust","Alr3","GB","Alr3GB","2021-08-05","2022-08-24","forbs","added",NA,"700","8.5"
"91","Alrust","Alr3","GB","Alr3GB","2021-08-05","2022-08-24","graminoids","native",0.31305,"700","8.5"
"92","Alrust","Alr3","GB","Alr3GB","2021-08-05","2022-08-24","graminoids","added",NA,"700","8.5"
"93","Alrust","Alr3","GF","Alr3GF","2021-08-05","2022-08-24","forbs","native",0.30366,"700","8.5"
"94","Alrust","Alr3","GF","Alr3GF","2021-08-05","2022-08-24","forbs","added",NA,"700","8.5"
"95","Alrust","Alr3","GF","Alr3GF","2021-08-05","2022-08-24","graminoids","native",0.61183,"700","8.5"
"96","Alrust","Alr3","GF","Alr3GF","2021-08-05","2022-08-24","graminoids","added",NA,"700","8.5"
"97","Arhelleren","Arh1","B","Arh1B","2021-08-19","2022-08-31","forbs","native",0.46519,"2100","10.5"
"98","Arhelleren","Arh1","B","Arh1B","2021-08-19","2022-08-31","forbs","added",NA,"2100","10.5"
"99","Arhelleren","Arh1","B","Arh1B","2021-08-19","2022-08-31","graminoids","native",0.13333,"2100","10.5"
"100","Arhelleren","Arh1","B","Arh1B","2021-08-19","2022-08-31","graminoids","added",NA,"2100","10.5"
"101","Arhelleren","Arh1","C","Arh1C","2021-08-19","2022-08-31","forbs","native",0.32324,"2100","10.5"
"102","Arhelleren","Arh1","C","Arh1C","2021-08-19","2022-08-31","forbs","added",NA,"2100","10.5"
"103","Arhelleren","Arh1","C","Arh1C","2021-08-19","2022-08-31","graminoids","native",0.24478,"2100","10.5"
"104","Arhelleren","Arh1","C","Arh1C","2021-08-19","2022-08-31","graminoids","added",NA,"2100","10.5"
"105","Arhelleren","Arh1","F","Arh1F","2021-08-19","2022-08-31","forbs","native",0.48054,"2100","10.5"
"106","Arhelleren","Arh1","F","Arh1F","2021-08-19","2022-08-31","forbs","added",NA,"2100","10.5"
"107","Arhelleren","Arh1","F","Arh1F","2021-08-19","2022-08-31","graminoids","native",0.24147,"2100","10.5"
"108","Arhelleren","Arh1","F","Arh1F","2021-08-19","2022-08-31","graminoids","added",NA,"2100","10.5"
"109","Arhelleren","Arh1","FB","Arh1FB","2021-08-19","2022-08-31","forbs","native",0.31646,"2100","10.5"
"110","Arhelleren","Arh1","FB","Arh1FB","2021-08-19","2022-08-31","forbs","added",NA,"2100","10.5"
"111","Arhelleren","Arh1","FB","Arh1FB","2021-08-19","2022-08-31","graminoids","native",0.22019,"2100","10.5"
"112","Arhelleren","Arh1","FB","Arh1FB","2021-08-19","2022-08-31","graminoids","added",NA,"2100","10.5"
"113","Arhelleren","Arh1","FGB","Arh1FGB","2021-08-19","2022-08-31","forbs","native",0.29863,"2100","10.5"
"114","Arhelleren","Arh1","FGB","Arh1FGB","2021-08-19","2022-08-31","forbs","added",NA,"2100","10.5"
"115","Arhelleren","Arh1","FGB","Arh1FGB","2021-08-19","2022-08-31","graminoids","native",0.10707,"2100","10.5"
"116","Arhelleren","Arh1","FGB","Arh1FGB","2021-08-19","2022-08-31","graminoids","added",NA,"2100","10.5"
"117","Arhelleren","Arh1","G","Arh1G","2021-08-19","2022-08-31","forbs","native",0.4087,"2100","10.5"
"118","Arhelleren","Arh1","G","Arh1G","2021-08-19","2022-08-31","forbs","added",NA,"2100","10.5"
"119","Arhelleren","Arh1","G","Arh1G","2021-08-19","2022-08-31","graminoids","native",0.24996,"2100","10.5"
"120","Arhelleren","Arh1","G","Arh1G","2021-08-19","2022-08-31","graminoids","added",NA,"2100","10.5"
"121","Arhelleren","Arh1","GB","Arh1GB","2021-08-19","2022-08-31","forbs","native",0.39422,"2100","10.5"
"122","Arhelleren","Arh1","GB","Arh1GB","2021-08-19","2022-08-31","forbs","added",NA,"2100","10.5"
"123","Arhelleren","Arh1","GB","Arh1GB","2021-08-19","2022-08-31","graminoids","native",0.02982,"2100","10.5"
"124","Arhelleren","Arh1","GB","Arh1GB","2021-08-19","2022-08-31","graminoids","added",NA,"2100","10.5"
"125","Arhelleren","Arh1","GF","Arh1GF","2021-08-19","2022-08-31","forbs","native",0.29843,"2100","10.5"
"126","Arhelleren","Arh1","GF","Arh1GF","2021-08-19","2022-08-31","forbs","added",NA,"2100","10.5"
"127","Arhelleren","Arh1","GF","Arh1GF","2021-08-19","2022-08-31","graminoids","native",0.23919,"2100","10.5"
"128","Arhelleren","Arh1","GF","Arh1GF","2021-08-19","2022-08-31","graminoids","added",NA,"2100","10.5"
"129","Arhelleren","Arh2","B","Arh2B","2021-08-19","2022-08-31","forbs","native",0.32215,"2100","10.5"
"130","Arhelleren","Arh2","B","Arh2B","2021-08-19","2022-08-31","forbs","added",NA,"2100","10.5"
"131","Arhelleren","Arh2","B","Arh2B","2021-08-19","2022-08-31","graminoids","native",0.27037,"2100","10.5"
"132","Arhelleren","Arh2","B","Arh2B","2021-08-19","2022-08-31","graminoids","added",NA,"2100","10.5"
"133","Arhelleren","Arh2","C","Arh2C","2021-08-19","2022-08-31","forbs","native",0.24709,"2100","10.5"
"134","Arhelleren","Arh2","C","Arh2C","2021-08-19","2022-08-31","forbs","added",NA,"2100","10.5"
"135","Arhelleren","Arh2","C","Arh2C","2021-08-19","2022-08-31","graminoids","native",0.21531,"2100","10.5"
"136","Arhelleren","Arh2","C","Arh2C","2021-08-19","2022-08-31","graminoids","added",NA,"2100","10.5"
"137","Arhelleren","Arh2","F","Arh2F","2021-08-19","2022-08-31","forbs","native",0.434,"2100","10.5"
"138","Arhelleren","Arh2","F","Arh2F","2021-08-19","2022-08-31","forbs","added",NA,"2100","10.5"
"139","Arhelleren","Arh2","F","Arh2F","2021-08-19","2022-08-31","graminoids","native",0.26922,"2100","10.5"
"140","Arhelleren","Arh2","F","Arh2F","2021-08-19","2022-08-31","graminoids","added",NA,"2100","10.5"
"141","Arhelleren","Arh2","FB","Arh2FB","2021-08-19","2022-08-31","forbs","native",0.36787,"2100","10.5"
"142","Arhelleren","Arh2","FB","Arh2FB","2021-08-19","2022-08-31","forbs","added",NA,"2100","10.5"
"143","Arhelleren","Arh2","FB","Arh2FB","2021-08-19","2022-08-31","graminoids","native",0.17876,"2100","10.5"
"144","Arhelleren","Arh2","FB","Arh2FB","2021-08-19","2022-08-31","graminoids","added",NA,"2100","10.5"
"145","Arhelleren","Arh2","FGB","Arh2FGB","2021-08-19","2022-08-31","forbs","native",0.16843,"2100","10.5"
"146","Arhelleren","Arh2","FGB","Arh2FGB","2021-08-19","2022-08-31","forbs","added",NA,"2100","10.5"
"147","Arhelleren","Arh2","FGB","Arh2FGB","2021-08-19","2022-08-31","graminoids","native",-0.0306,"2100","10.5"
"148","Arhelleren","Arh2","FGB","Arh2FGB","2021-08-19","2022-08-31","graminoids","added",NA,"2100","10.5"
"149","Arhelleren","Arh2","G","Arh2G","2021-08-19","2022-08-31","forbs","native",0.41903,"2100","10.5"
"150","Arhelleren","Arh2","G","Arh2G","2021-08-19","2022-08-31","forbs","added",NA,"2100","10.5"
"151","Arhelleren","Arh2","G","Arh2G","2021-08-19","2022-08-31","graminoids","native",0.45209,"2100","10.5"
"152","Arhelleren","Arh2","G","Arh2G","2021-08-19","2022-08-31","graminoids","added",NA,"2100","10.5"
"153","Arhelleren","Arh2","GB","Arh2GB","2021-08-19","2022-08-31","forbs","native",0.28678,"2100","10.5"
"154","Arhelleren","Arh2","GB","Arh2GB","2021-08-19","2022-08-31","forbs","added",NA,"2100","10.5"
"155","Arhelleren","Arh2","GB","Arh2GB","2021-08-19","2022-08-31","graminoids","native",0.07307,"2100","10.5"
"156","Arhelleren","Arh2","GB","Arh2GB","2021-08-19","2022-08-31","graminoids","added",NA,"2100","10.5"
"157","Arhelleren","Arh2","GF","Arh2GF","2021-08-19","2022-08-31","forbs","native",0.2698,"2100","10.5"
"158","Arhelleren","Arh2","GF","Arh2GF","2021-08-19","2022-08-31","forbs","added",NA,"2100","10.5"
"159","Arhelleren","Arh2","GF","Arh2GF","2021-08-19","2022-08-31","graminoids","native",0.24832,"2100","10.5"
"160","Arhelleren","Arh2","GF","Arh2GF","2021-08-19","2022-08-31","graminoids","added",NA,"2100","10.5"
"161","Arhelleren","Arh3","B","Arh3B","2021-08-19","2022-08-31","forbs","native",0.29584,"2100","10.5"
"162","Arhelleren","Arh3","B","Arh3B","2021-08-19","2022-08-31","forbs","added",NA,"2100","10.5"
"163","Arhelleren","Arh3","B","Arh3B","2021-08-19","2022-08-31","graminoids","native",0.15249,"2100","10.5"
"164","Arhelleren","Arh3","B","Arh3B","2021-08-19","2022-08-31","graminoids","added",NA,"2100","10.5"
"165","Arhelleren","Arh3","C","Arh3C","2021-08-19","2022-08-31","forbs","native",0.40459,"2100","10.5"
"166","Arhelleren","Arh3","C","Arh3C","2021-08-19","2022-08-31","forbs","added",NA,"2100","10.5"
"167","Arhelleren","Arh3","C","Arh3C","2021-08-19","2022-08-31","graminoids","native",0.16807,"2100","10.5"
"168","Arhelleren","Arh3","C","Arh3C","2021-08-19","2022-08-31","graminoids","added",NA,"2100","10.5"
"169","Arhelleren","Arh3","F","Arh3F","2021-08-19","2022-08-31","forbs","native",0.52638,"2100","10.5"
"170","Arhelleren","Arh3","F","Arh3F","2021-08-19","2022-08-31","forbs","added",NA,"2100","10.5"
"171","Arhelleren","Arh3","F","Arh3F","2021-08-19","2022-08-31","graminoids","native",0.28763,"2100","10.5"
"172","Arhelleren","Arh3","F","Arh3F","2021-08-19","2022-08-31","graminoids","added",NA,"2100","10.5"
"173","Arhelleren","Arh3","FB","Arh3FB","2021-08-19","2022-08-31","forbs","native",0.28743,"2100","10.5"
"174","Arhelleren","Arh3","FB","Arh3FB","2021-08-19","2022-08-31","forbs","added",NA,"2100","10.5"
"175","Arhelleren","Arh3","FB","Arh3FB","2021-08-19","2022-08-31","graminoids","native",0.14803,"2100","10.5"
"176","Arhelleren","Arh3","FB","Arh3FB","2021-08-19","2022-08-31","graminoids","added",NA,"2100","10.5"
"177","Arhelleren","Arh3","FGB","Arh3FGB","2021-08-19","2022-08-31","forbs","native",0.13677,"2100","10.5"
"178","Arhelleren","Arh3","FGB","Arh3FGB","2021-08-19","2022-08-31","forbs","added",NA,"2100","10.5"
"179","Arhelleren","Arh3","FGB","Arh3FGB","2021-08-19","2022-08-31","graminoids","native",0.10289,"2100","10.5"
"180","Arhelleren","Arh3","FGB","Arh3FGB","2021-08-19","2022-08-31","graminoids","added",NA,"2100","10.5"
"181","Arhelleren","Arh3","G","Arh3G","2021-08-19","2022-08-31","forbs","native",0.41904,"2100","10.5"
"182","Arhelleren","Arh3","G","Arh3G","2021-08-19","2022-08-31","forbs","added",NA,"2100","10.5"
"183","Arhelleren","Arh3","G","Arh3G","2021-08-19","2022-08-31","graminoids","native",0.23644,"2100","10.5"
"184","Arhelleren","Arh3","G","Arh3G","2021-08-19","2022-08-31","graminoids","added",NA,"2100","10.5"
"185","Arhelleren","Arh3","GB","Arh3GB","2021-08-19","2022-08-31","forbs","native",0.3725,"2100","10.5"
"186","Arhelleren","Arh3","GB","Arh3GB","2021-08-19","2022-08-31","forbs","added",NA,"2100","10.5"
"187","Arhelleren","Arh3","GB","Arh3GB","2021-08-19","2022-08-31","graminoids","native",0.17745,"2100","10.5"
"188","Arhelleren","Arh3","GB","Arh3GB","2021-08-19","2022-08-31","graminoids","added",NA,"2100","10.5"
"189","Arhelleren","Arh3","GF","Arh3GF","2021-08-19","2022-08-31","forbs","native",0.47692,"2100","10.5"
"190","Arhelleren","Arh3","GF","Arh3GF","2021-08-19","2022-08-31","forbs","added",NA,"2100","10.5"
"191","Arhelleren","Arh3","GF","Arh3GF","2021-08-19","2022-08-31","graminoids","native",0.24533,"2100","10.5"
"192","Arhelleren","Arh3","GF","Arh3GF","2021-08-19","2022-08-31","graminoids","added",NA,"2100","10.5"
"193","Fauske","Fau1","B","Fau1B","2021-08-04","2022-08-25","forbs","native",0.52578,"700","10.5"
"194","Fauske","Fau1","B","Fau1B","2021-08-04","2022-08-25","forbs","added",NA,"700","10.5"
"195","Fauske","Fau1","B","Fau1B","2021-08-04","2022-08-25","graminoids","native",0.552,"700","10.5"
"196","Fauske","Fau1","B","Fau1B","2021-08-04","2022-08-25","graminoids","added",NA,"700","10.5"
"197","Fauske","Fau1","C","Fau1C","2021-08-04","2022-08-25","forbs","native",0.53697,"700","10.5"
"198","Fauske","Fau1","C","Fau1C","2021-08-04","2022-08-25","forbs","added",NA,"700","10.5"
"199","Fauske","Fau1","C","Fau1C","2021-08-04","2022-08-25","graminoids","native",0.45993,"700","10.5"
"200","Fauske","Fau1","C","Fau1C","2021-08-04","2022-08-25","graminoids","added",NA,"700","10.5"
"201","Fauske","Fau1","F","Fau1F","2021-08-04","2022-08-25","forbs","native",0.89449,"700","10.5"
"202","Fauske","Fau1","F","Fau1F","2021-08-04","2022-08-25","forbs","added",NA,"700","10.5"
"203","Fauske","Fau1","F","Fau1F","2021-08-04","2022-08-25","graminoids","native",0.51759,"700","10.5"
"204","Fauske","Fau1","F","Fau1F","2021-08-04","2022-08-25","graminoids","added",NA,"700","10.5"
"205","Fauske","Fau1","FB","Fau1FB","2021-08-04","2022-08-25","forbs","native",0.4177,"700","10.5"
"206","Fauske","Fau1","FB","Fau1FB","2021-08-04","2022-08-25","forbs","added",NA,"700","10.5"
"207","Fauske","Fau1","FB","Fau1FB","2021-08-04","2022-08-25","graminoids","native",0.65625,"700","10.5"
"208","Fauske","Fau1","FB","Fau1FB","2021-08-04","2022-08-25","graminoids","added",NA,"700","10.5"
"209","Fauske","Fau1","FGB","Fau1FGB","2021-08-04","2022-08-25","forbs","native",0.3457,"700","10.5"
"210","Fauske","Fau1","FGB","Fau1FGB","2021-08-04","2022-08-25","forbs","added",NA,"700","10.5"
"211","Fauske","Fau1","FGB","Fau1FGB","2021-08-04","2022-08-25","graminoids","native",0.56121,"700","10.5"
"212","Fauske","Fau1","FGB","Fau1FGB","2021-08-04","2022-08-25","graminoids","added",NA,"700","10.5"
"213","Fauske","Fau1","G","Fau1G","2021-08-04","2022-08-25","forbs","native",0.57491,"700","10.5"
"214","Fauske","Fau1","G","Fau1G","2021-08-04","2022-08-25","forbs","added",NA,"700","10.5"
"215","Fauske","Fau1","G","Fau1G","2021-08-04","2022-08-25","graminoids","native",0.84826,"700","10.5"
"216","Fauske","Fau1","G","Fau1G","2021-08-04","2022-08-25","graminoids","added",NA,"700","10.5"
"217","Fauske","Fau1","GB","Fau1GB","2021-08-04","2022-08-25","forbs","native",0.47691,"700","10.5"
"218","Fauske","Fau1","GB","Fau1GB","2021-08-04","2022-08-25","forbs","added",NA,"700","10.5"
"219","Fauske","Fau1","GB","Fau1GB","2021-08-04","2022-08-25","graminoids","native",0.4298,"700","10.5"
"220","Fauske","Fau1","GB","Fau1GB","2021-08-04","2022-08-25","graminoids","added",NA,"700","10.5"
"221","Fauske","Fau1","GF","Fau1GF","2021-08-04","2022-08-25","forbs","native",0.41178,"700","10.5"
"222","Fauske","Fau1","GF","Fau1GF","2021-08-04","2022-08-25","forbs","added",NA,"700","10.5"
"223","Fauske","Fau1","GF","Fau1GF","2021-08-04","2022-08-25","graminoids","native",0.44734,"700","10.5"
"224","Fauske","Fau1","GF","Fau1GF","2021-08-04","2022-08-25","graminoids","added",NA,"700","10.5"
"225","Fauske","Fau2","B","Fau2B","2021-08-04","2022-08-25","forbs","native",0.63068,"700","10.5"
"226","Fauske","Fau2","B","Fau2B","2021-08-04","2022-08-25","forbs","added",NA,"700","10.5"
"227","Fauske","Fau2","B","Fau2B","2021-08-04","2022-08-25","graminoids","native",0.39768,"700","10.5"
"228","Fauske","Fau2","B","Fau2B","2021-08-04","2022-08-25","graminoids","added",NA,"700","10.5"
"229","Fauske","Fau2","C","Fau2C","2021-08-04","2022-08-25","forbs","native",0.62318,"700","10.5"
"230","Fauske","Fau2","C","Fau2C","2021-08-04","2022-08-25","forbs","added",NA,"700","10.5"
"231","Fauske","Fau2","C","Fau2C","2021-08-04","2022-08-25","graminoids","native",0.49024,"700","10.5"
"232","Fauske","Fau2","C","Fau2C","2021-08-04","2022-08-25","graminoids","added",NA,"700","10.5"
"233","Fauske","Fau2","F","Fau2F","2021-08-04","2022-08-25","forbs","native",0.59647,"700","10.5"
"234","Fauske","Fau2","F","Fau2F","2021-08-04","2022-08-25","forbs","added",NA,"700","10.5"
"235","Fauske","Fau2","F","Fau2F","2021-08-04","2022-08-25","graminoids","native",0.40791,"700","10.5"
"236","Fauske","Fau2","F","Fau2F","2021-08-04","2022-08-25","graminoids","added",NA,"700","10.5"
"237","Fauske","Fau2","FB","Fau2FB","2021-08-04","2022-08-25","forbs","native",0.47255,"700","10.5"
"238","Fauske","Fau2","FB","Fau2FB","2021-08-04","2022-08-25","forbs","added",NA,"700","10.5"
"239","Fauske","Fau2","FB","Fau2FB","2021-08-04","2022-08-25","graminoids","native",0.34812,"700","10.5"
"240","Fauske","Fau2","FB","Fau2FB","2021-08-04","2022-08-25","graminoids","added",NA,"700","10.5"
"241","Fauske","Fau2","FGB","Fau2FGB","2021-08-04","2022-08-25","forbs","native",0.55256,"700","10.5"
"242","Fauske","Fau2","FGB","Fau2FGB","2021-08-04","2022-08-25","forbs","added",NA,"700","10.5"
"243","Fauske","Fau2","FGB","Fau2FGB","2021-08-04","2022-08-25","graminoids","native",0.27345,"700","10.5"
"244","Fauske","Fau2","FGB","Fau2FGB","2021-08-04","2022-08-25","graminoids","added",NA,"700","10.5"
"245","Fauske","Fau2","G","Fau2G","2021-08-04","2022-08-25","forbs","native",0.71967,"700","10.5"
"246","Fauske","Fau2","G","Fau2G","2021-08-04","2022-08-25","forbs","added",NA,"700","10.5"
"247","Fauske","Fau2","G","Fau2G","2021-08-04","2022-08-25","graminoids","native",0.33056,"700","10.5"
"248","Fauske","Fau2","G","Fau2G","2021-08-04","2022-08-25","graminoids","added",NA,"700","10.5"
